Season,Team1,Team2,Location,Pred,WinRatio,PPG,AllowedPPG,FGPer,Turnovers,Blocks,Rebounds,Assists,PerFouls
2014,3103,3107,0,0.5,-0.16500000000000004,10.960999999999999,19.051999999999992,-0.021999999999999964,-2.070999999999998,0.07699999999999996,1.742999999999995,2.8629999999999995,-0.5249999999999986
2014,3103,3113,0,0.5,0.0,12.807000000000002,8.450999999999993,0.03400000000000003,-2.0959999999999965,0.2909999999999999,2.934999999999995,4.677999999999999,-1.2579999999999991
2014,3103,3119,0,0.5,-0.06400000000000006,17.065000000000012,15.837999999999994,0.03999999999999998,2.0,-0.03200000000000003,4.192999999999998,6.936,-1.5159999999999982
2014,3103,3124,0,0.5,-0.16900000000000004,-1.2579999999999956,11.888999999999989,0.010000000000000009,2.2859999999999996,-1.7599999999999998,-5.953000000000003,-0.08399999999999963,-0.3819999999999979
2014,3103,3140,0,0.5,-0.10200000000000009,10.367000000000004,9.801999999999992,0.017000000000000015,-1.6649999999999991,-3.5790000000000006,-0.3820000000000121,1.7070000000000007,0.3190000000000026
2014,3103,3143,0,0.5,0.010000000000000009,12.341999999999999,7.909999999999997,0.05300000000000005,-0.2569999999999997,-0.4810000000000003,-2.6260000000000048,6.013,0.22700000000000387
2014,3103,3151,0,0.5,-0.19599999999999995,12.460999999999999,17.520999999999987,0.0010000000000000009,1.929000000000002,-2.3600000000000003,3.8359999999999914,3.3320000000000007,3.3500000000000014
2014,3103,3163,0,0.5,,,,,,,,,
2014,3103,3169,0,0.5,0.1479999999999999,14.210999999999999,7.0519999999999925,0.05499999999999999,-0.9149999999999991,-1.548,0.4929999999999879,3.4250000000000007,-1.1809999999999974
2014,3103,3173,0,0.5,-0.05700000000000005,0.7749999999999915,1.043999999999997,0.0020000000000000018,-2.3569999999999993,-2.115,-2.226000000000006,1.6129999999999995,-1.605999999999998
2014,3103,3177,0,0.5,-0.10200000000000009,-0.5079999999999956,3.2709999999999866,0.0030000000000000027,0.21000000000000085,-0.07900000000000018,2.5549999999999926,-0.9490000000000016,-0.6499999999999986
2014,3103,3181,0,0.5,-0.10799999999999998,2.5,9.767999999999994,-0.046999999999999986,-2.593,-3.457,-0.5590000000000046,1.7650000000000006,1.8910000000000018
2014,3103,3195,0,0.5,-0.07799999999999996,12.378000000000014,14.221999999999994,0.03999999999999998,1.4070000000000018,-1.7599999999999998,6.440999999999995,3.9459999999999997,1.0420000000000016
2014,3103,3196,0,0.5,0.09699999999999998,7.64500000000001,3.548000000000002,0.009000000000000064,-2.032,-0.4830000000000001,5.515999999999991,4.773999999999999,-1.708999999999996
2014,3103,3199,0,0.5,0.06499999999999995,12.161000000000001,9.257999999999996,0.02300000000000002,-4.579999999999998,-1.225,0.3549999999999969,4.289999999999999,2.0
2014,3103,3200,0,0.5,-0.07099999999999995,15.742000000000004,17.614999999999995,0.013000000000000012,1.3350000000000009,0.32699999999999996,2.023999999999994,2.6750000000000007,2.288000000000004
2014,3103,3201,0,0.5,0.020000000000000018,12.501000000000005,8.745999999999995,0.04300000000000004,-0.2209999999999983,-0.238,4.945999999999991,5.027000000000001,1.228000000000005
2014,3103,3208,0,0.5,0.05499999999999994,15.673000000000002,14.986999999999995,0.03700000000000003,-1.3929999999999971,-0.10000000000000009,1.7399999999999949,4.440999999999999,-1.875
2014,3103,3210,0,0.5,0.06499999999999995,3.0320000000000107,2.805999999999983,0.02300000000000002,-2.160999999999998,-1.161,-2.710000000000001,5.257999999999999,-4.0
2014,3103,3211,0,0.5,-0.16900000000000004,7.287000000000006,17.64699999999999,0.018000000000000016,1.5579999999999998,-1.8209999999999997,-0.25600000000000733,2.522000000000002,-0.22999999999999687
2014,3103,3214,0,0.5,-0.16500000000000004,11.680000000000007,17.676999999999992,0.07700000000000001,0.7409999999999997,-2.2040000000000006,-4.664000000000009,5.800999999999998,-1.0869999999999962
2014,3103,3225,0,0.5,-0.03200000000000003,9.0,11.41899999999999,0.039000000000000035,2.6129999999999995,-1.58,-0.9030000000000058,3.1609999999999996,3.1620000000000026
2014,3103,3234,0,0.5,-0.05500000000000005,4.095000000000013,4.617999999999995,-0.010000000000000009,0.5340000000000025,-2.3419999999999996,5.420999999999992,0.43700000000000117,-0.129999999999999
2014,3103,3235,0,0.5,0.04299999999999993,9.075000000000003,8.97699999999999,0.03700000000000003,1.843,-0.581,4.306999999999995,4.513,2.5610000000000035
2014,3103,3241,0,0.5,-0.138,7.560000000000002,18.828999999999994,0.02200000000000002,-0.3509999999999991,-3.305999999999999,-2.771000000000008,3.1889999999999983,-1.1389999999999958
2014,3103,3246,0,0.5,-0.040000000000000036,1.3980000000000103,5.332999999999998,0.018000000000000016,-0.8520000000000003,-1.267,-1.007000000000012,4.393999999999998,-2.3999999999999986
2014,3103,3257,0,0.5,-0.17200000000000004,3.8599999999999994,13.764999999999993,-0.0019999999999999463,-1.1140000000000008,-0.7240000000000002,-1.2550000000000026,2.2010000000000005,-0.7179999999999964
2014,3103,3261,0,0.5,0.09699999999999998,13.129000000000005,9.353999999999985,0.029000000000000026,-2.289999999999999,-1.4190000000000005,3.0319999999999965,5.773999999999999,-2.224999999999998
2014,3103,3265,0,0.5,-0.10799999999999998,10.165999999999997,14.343999999999994,-0.01699999999999996,2.134000000000002,-0.5180000000000002,7.864999999999995,2.189,4.709000000000003
2014,3103,3268,0,0.5,-0.09000000000000008,-0.42499999999999716,11.843999999999994,-0.03699999999999998,-0.15700000000000003,-0.5150000000000001,-1.5260000000000034,-0.9870000000000019,1.294000000000004
2014,3103,3277,0,0.5,0.0,9.323000000000008,9.74199999999999,0.0050000000000000044,-1.0959999999999983,-2.1610000000000005,0.06399999999999295,2.257999999999999,0.2590000000000039
2014,3103,3292,0,0.5,-0.16900000000000004,15.135999999999996,18.494999999999997,0.05099999999999999,0.04300000000000104,0.6339999999999999,0.5319999999999965,5.765000000000001,1.4970000000000034
2014,3103,3301,0,0.5,-0.06400000000000006,7.355000000000004,6.902999999999992,0.0020000000000000018,0.3550000000000004,-0.12900000000000045,3.708999999999996,1.3230000000000004,0.4200000000000017
2014,3103,3304,0,0.5,-0.09599999999999997,7.129000000000005,10.579999999999991,0.007000000000000006,1.5490000000000013,-0.3540000000000001,1.418999999999997,1.5159999999999982,4.678000000000004
2014,3103,3314,0,0.5,-0.017000000000000015,2.0450000000000017,7.646999999999991,0.0,-2.562999999999999,-2.306,-0.8320000000000078,2.8859999999999992,-2.138999999999996
2014,3103,3315,0,0.5,0.020000000000000018,13.88000000000001,9.745999999999988,0.03200000000000003,-4.289999999999999,-2.7890000000000006,-1.2260000000000062,5.543999999999999,0.7110000000000021
2014,3103,3322,0,0.5,0.09699999999999998,18.871000000000002,10.837999999999994,0.028000000000000025,1.8390000000000022,-0.09600000000000009,7.483999999999995,4.902999999999999,3.0970000000000013
2014,3103,3323,0,0.5,,,,,,,,,
2014,3103,3328,0,0.5,0.16200000000000003,5.677000000000007,4.902999999999992,0.019000000000000017,-1.1289999999999996,-1.064,1.418999999999997,4.5809999999999995,-3.2579999999999956
2014,3103,3329,0,0.5,-0.03200000000000003,11.838999999999999,13.934999999999995,0.026000000000000023,0.7100000000000009,-0.45100000000000007,-0.2260000000000062,4.807,0.5810000000000031
2014,3103,3333,0,0.5,0.02200000000000002,12.492000000000004,12.082999999999998,0.014000000000000068,-1.7899999999999991,-3.7040000000000006,-1.4450000000000003,4.268999999999998,0.3190000000000026
2014,3103,3335,0,0.5,-0.07599999999999996,17.599000000000004,17.819999999999993,0.04400000000000004,0.5310000000000006,-3.191,1.2029999999999959,4.183999999999999,3.623000000000003
2014,3103,3336,0,0.5,-0.049000000000000044,6.845000000000013,6.6769999999999925,0.03300000000000003,-1.565999999999999,-2.3760000000000003,-2.6400000000000006,5.51,-1.875
2014,3103,3341,0,0.5,0.25799999999999995,17.418999999999997,3.9029999999999916,0.09400000000000003,-3.192999999999998,-1.548,3.3219999999999956,8.613,-3.064
2014,3103,3345,0,0.5,-0.014000000000000123,8.190000000000012,5.435999999999993,0.03400000000000003,-1.2559999999999985,-2.1340000000000003,2.2909999999999897,2.578999999999997,0.16000000000000014
2014,3103,3352,0,0.5,0.05400000000000005,12.710999999999999,9.301999999999992,0.03700000000000003,-1.320999999999998,-1.048,-0.4760000000000062,3.9250000000000007,-1.3369999999999962
2014,3103,3376,0,0.5,-0.16100000000000003,9.548000000000002,18.57999999999999,-0.030999999999999972,0.12900000000000134,-4.805999999999999,1.0969999999999942,3.8709999999999987,2.4200000000000017
2014,3103,3377,0,0.5,0.1429999999999999,7.341999999999999,-0.9560000000000031,0.029000000000000026,0.04300000000000104,-0.21499999999999986,2.073999999999991,4.645999999999999,-2.572999999999997
2014,3103,3385,0,0.5,0.02200000000000002,16.117000000000004,11.864999999999995,0.019000000000000017,-0.6340000000000003,-0.798,3.867999999999995,6.6129999999999995,-0.6179999999999986
2014,3103,3386,0,0.5,0.0,10.516000000000005,9.870999999999988,0.014999999999999958,2.3230000000000004,-0.6769999999999996,4.192999999999998,2.0650000000000013,-0.8059999999999974
2014,3103,3390,0,0.5,-0.19599999999999995,5.14800000000001,13.582999999999998,-0.020999999999999963,2.1479999999999997,-1.267,-1.7260000000000062,0.8009999999999984,2.1000000000000014
2014,3103,3393,0,0.5,0.0,9.25800000000001,9.80599999999999,0.05400000000000005,0.6129999999999995,-1.9349999999999996,0.5799999999999983,4.289999999999999,1.0970000000000013
2014,3103,3397,0,0.5,-0.13400000000000012,3.804000000000002,10.207999999999998,-0.010000000000000009,-1.8520000000000003,-1.3599999999999999,-4.101000000000006,2.9570000000000007,1.2250000000000014
2014,3103,3400,0,0.5,0.05400000000000005,13.180000000000007,13.98899999999999,0.017000000000000015,-3.6340000000000003,-1.7359999999999998,-2.6950000000000003,3.6750000000000007,-2.7439999999999998
2014,3103,3401,0,0.5,-0.040000000000000036,12.492000000000004,14.676999999999992,0.0010000000000000009,-0.9149999999999991,-2.4540000000000006,0.6179999999999879,2.3629999999999995,-0.08699999999999619
2014,3103,3404,0,0.5,-0.06400000000000006,-1.8709999999999951,1.7739999999999867,0.0010000000000000009,2.3550000000000004,-0.2250000000000001,6.386999999999993,2.483999999999998,-0.8059999999999974
2014,3103,3425,0,0.5,0.06299999999999994,15.62400000000001,9.294999999999987,0.035999999999999976,-0.8779999999999983,-0.40100000000000025,3.7149999999999963,4.0539999999999985,-1.0999999999999979
2014,3103,3435,0,0.5,0.08899999999999997,10.501000000000005,7.021999999999991,-0.0030000000000000027,-2.2209999999999965,1.659,6.773999999999994,2.6470000000000002,-0.42699999999999605
2014,3103,3443,0,0.5,-0.040000000000000036,9.680000000000007,10.051999999999992,0.019999999999999962,-0.19599999999999795,-0.923,4.023999999999994,5.018999999999998,-0.7749999999999986
2014,3103,3452,0,0.5,-0.16500000000000004,9.180000000000007,14.832999999999998,0.02300000000000002,0.42900000000000205,-1.923,0.4619999999999962,4.675000000000001,-0.9939999999999962
2014,3103,3455,0,0.5,-0.10200000000000009,11.180000000000007,16.48899999999999,0.006000000000000005,1.272000000000002,-2.048,4.961999999999996,5.393999999999998,-2.243999999999996
2014,3103,3457,0,0.5,-0.040000000000000036,13.585999999999999,14.207999999999998,0.03300000000000003,0.679000000000002,-2.0169999999999995,-0.5380000000000038,5.1129999999999995,3.1940000000000026
2014,3103,3460,0,0.5,-0.04800000000000004,-1.0759999999999934,-2.565000000000012,0.038000000000000034,2.589000000000002,0.20999999999999996,3.2589999999999932,6.007,-1.5639999999999965
