Season,Team1,Team2,WinRatio,Team1WinPer
2014,3194,3103,-0.17399999999999993,0.0
2014,3107,3373,0.585,1.0
2014,3358,3116,-0.20400000000000001,0.0
2014,3276,3132,-0.29000000000000004,0.0
2014,3228,3133,0.009000000000000008,0.0
2014,3127,3138,-0.38500000000000006,0.0
2014,3139,3156,0.052000000000000046,1.0
2014,3140,3355,0.10200000000000009,1.0
2014,3253,3143,-0.16899999999999993,0.0
2014,3178,3145,-0.254,0.0
2014,3108,3146,-0.30400000000000005,0.0
2014,3251,3150,0.121,0.0
2014,3104,3151,-0.4389999999999999,0.0
2014,3244,3158,-0.3479999999999999,0.0
2014,3162,3254,-0.086,1.0
2014,3165,3159,0.23299999999999998,1.0
2014,3169,3170,-0.03799999999999992,0.0
2014,3172,3155,0.09399999999999997,1.0
2014,3348,3174,-0.4600000000000001,0.0
2014,3177,3217,0.03400000000000003,1.0
2014,3179,3166,-0.06299999999999994,1.0
2014,3182,3142,0.03200000000000003,1.0
2014,3184,3275,0.28500000000000003,1.0
2014,3183,3191,-0.07100000000000001,0.0
2014,3412,3193,-0.15100000000000002,0.0
2014,3195,3198,0.35,1.0
2014,3126,3196,-0.25599999999999995,0.0
2014,3197,3239,0.09999999999999992,1.0
2014,3422,3199,-0.41200000000000003,0.0
2014,3362,3200,-0.3939999999999999,0.0
2014,3207,3350,-0.14400000000000007,1.0
2014,3210,3164,0.128,1.0
2014,3211,3225,0.137,1.0
2014,3220,3352,-0.19199999999999995,1.0
2014,3171,3221,-0.446,0.0
2014,3426,3223,-0.25499999999999995,0.0
2014,3233,3112,0.6720000000000002,1.0
2014,3415,3234,-0.551,0.0
2014,3241,3438,0.39599999999999996,1.0
2014,3243,3398,0.0,1.0
2014,3265,3246,0.06799999999999995,0.0
2014,3351,3248,0.0019999999999999463,0.0
2014,3250,3310,0.08600000000000002,1.0
2014,3261,3372,0.013000000000000012,1.0
2014,3268,3378,0.20000000000000007,1.0
2014,3272,3190,0.119,1.0
2014,3441,3273,-0.07899999999999996,0.0
2014,3274,3316,0.3539999999999999,1.0
2014,3279,3240,-0.050999999999999934,1.0
2014,3222,3280,-0.344,0.0
2014,3281,3387,0.15300000000000008,1.0
2014,3287,3313,-0.014000000000000068,1.0
2014,3406,3298,-0.341,0.0
2014,3301,3382,0.07699999999999996,1.0
2014,3304,3417,0.4059999999999999,1.0
2014,3430,3305,-0.3600000000000001,0.0
2014,3102,3314,-0.693,0.0
2014,3318,3131,0.006000000000000061,1.0
2014,3326,3452,-0.389,1.0
2014,3391,3328,0.23299999999999998,0.0
2014,3249,3329,-0.15600000000000003,0.0
2014,3384,3336,-0.29000000000000004,0.0
2014,3337,3370,-0.30600000000000005,1.0
2014,3338,3137,-0.19700000000000006,1.0
2014,3339,3186,-0.04999999999999999,1.0
2014,3262,3344,-0.08499999999999999,0.0
2014,3299,3346,0.15699999999999992,0.0
2014,3349,3341,-0.019000000000000017,1.0
2014,3367,3271,0.2569999999999999,1.0
2014,3105,3369,-0.121,0.0
2014,3371,3255,0.31399999999999995,1.0
2014,3376,3149,0.6859999999999999,1.0
2014,3168,3377,-0.16700000000000004,0.0
2014,3381,3129,0.15399999999999991,1.0
2014,3385,3357,0.2879999999999999,1.0
2014,3386,3291,0.11599999999999999,1.0
2014,3388,3449,0.1429999999999999,1.0
2014,3312,3392,-0.5,0.0
2014,3394,3442,0.17899999999999994,1.0
2014,3396,3247,-0.017000000000000015,1.0
2014,3292,3397,0.03499999999999992,0.0
2014,3404,3209,0.387,1.0
2014,3106,3407,0.121,0.0
2014,3408,3309,0.655,1.0
2014,3411,3409,0.196,1.0
2014,3416,3148,-0.08299999999999996,1.0
2014,3418,3303,0.069,1.0
2014,3424,3365,0.09000000000000002,1.0
2014,3413,3425,-0.18,0.0
2014,3428,3176,0.10599999999999998,1.0
2014,3435,3111,0.192,1.0
2014,3269,3444,-0.29,0.0
2014,3296,3453,-0.3329999999999999,0.0
2014,3236,3455,-0.331,0.0
2014,3356,3460,-0.5860000000000001,0.0
2014,3218,3113,-0.1429999999999999,0.0
2014,3120,3204,0.20999999999999996,1.0
2014,3124,3212,0.569,1.0
2014,3233,3132,-0.03199999999999992,0.0
2014,3136,3436,0.31499999999999995,1.0
2014,3163,3216,0.581,1.0
2014,3173,3415,0.553,1.0
2014,3182,3177,-0.19900000000000007,0.0
2014,3180,3405,-0.016000000000000014,1.0
2014,3193,3394,0.08100000000000007,1.0
2014,3238,3203,-0.16700000000000004,0.0
2014,3217,3142,0.19700000000000006,1.0
2014,3324,3231,-0.20700000000000002,0.0
2014,3375,3232,-0.386,0.0
2014,3125,3237,-0.23799999999999993,0.0
2014,3257,3260,0.538,1.0
2014,3266,3448,0.21000000000000002,1.0
2014,3276,3112,0.414,1.0
2014,3278,3320,0.07299999999999995,1.0
2014,3297,3153,0.16699999999999998,1.0
2014,3307,3258,0.06700000000000006,1.0
2014,3282,3317,-0.025000000000000022,0.0
2014,3423,3323,-0.844,0.0
2014,3330,3175,0.31099999999999994,1.0
2014,3167,3332,0.09799999999999998,0.0
2014,3294,3360,-0.2600000000000001,0.0
2014,3335,3383,0.1529999999999999,0.0
2014,3390,3130,0.5059999999999999,1.0
2014,3395,3419,0.2290000000000001,1.0
2014,3421,3202,-0.2380000000000001,1.0
2014,3433,3464,0.262,1.0
2014,3290,3437,-0.433,0.0
2014,3224,3439,-0.11200000000000004,0.0
2014,3412,3442,0.10899999999999999,0.0
2014,3443,3122,0.46399999999999997,1.0
2014,3463,3284,0.22199999999999998,1.0
2014,3444,3107,-0.456,0.0
2014,3108,3303,-0.09299999999999997,1.0
2014,3358,3114,-0.17099999999999999,0.0
2014,3269,3141,-0.516,0.0
2014,3279,3146,-0.18400000000000005,0.0
2014,3155,3459,0.22700000000000004,1.0
2014,3361,3170,-0.16699999999999998,0.0
2014,3143,3181,-0.118,0.0
2014,3206,3187,-0.4660000000000001,0.0
2014,3196,3316,0.434,1.0
2014,3208,3342,0.28500000000000003,1.0
2014,3441,3210,-0.17600000000000005,0.0
2014,3404,3211,-0.10499999999999998,0.0
2014,3214,3389,0.775,1.0
2014,3319,3218,-0.25700000000000006,0.0
2014,3234,3173,-0.0020000000000000018,1.0
2014,3315,3235,0.02299999999999991,0.0
2014,3331,3242,-0.12,0.0
2014,3243,3150,-0.121,1.0
2014,3245,3184,-0.31900000000000006,1.0
2014,3246,3447,0.45,1.0
2014,3248,3135,0.10999999999999999,1.0
2014,3261,3386,-0.09699999999999998,1.0
2014,3264,3192,0.19699999999999998,1.0
2014,3268,3259,0.633,1.0
2014,3188,3281,-0.2,0.0
2014,3286,3169,-0.09800000000000009,1.0
2014,3252,3287,-0.19299999999999995,0.0
2014,3392,3298,-0.02400000000000002,0.0
2014,3227,3321,0.25,0.0
2014,3325,3462,0.018000000000000016,1.0
2014,3194,3326,0.050000000000000044,0.0
2014,3328,3455,-0.2640000000000001,1.0
2014,3426,3329,-0.604,0.0
2014,3336,3200,-0.02199999999999991,1.0
2014,3345,3123,0.19500000000000006,1.0
2014,3274,3350,0.06599999999999989,0.0
2014,3353,3343,-0.004000000000000115,1.0
2014,3359,3272,-0.07400000000000001,1.0
2014,3162,3362,-0.17300000000000001,0.0
2014,3371,3351,0.11199999999999999,1.0
2014,3374,3212,0.25700000000000006,1.0
2014,3256,3376,-0.496,0.0
2014,3148,3378,-0.20700000000000002,0.0
2014,3382,3159,0.43000000000000005,1.0
2014,3387,3434,0.22,1.0
2014,3340,3388,-0.45999999999999996,0.0
2014,3450,3393,-0.19499999999999995,0.0
2014,3427,3400,-0.22299999999999992,0.0
2014,3403,3410,-0.222,1.0
2014,3405,3290,0.2,1.0
2014,3377,3414,0.051000000000000045,0.0
2014,3201,3425,0.04299999999999993,0.0
2014,3180,3437,-0.249,0.0
2014,3158,3457,-0.20200000000000007,0.0
2014,3179,3458,0.18600000000000005,0.0
2014,3283,3117,-0.21500000000000002,0.0
2014,3273,3125,0.09599999999999992,0.0
2014,3369,3133,0.05399999999999999,0.0
2014,3390,3163,-0.09400000000000008,0.0
2014,3436,3171,0.05400000000000002,0.0
2014,3205,3422,0.28400000000000003,1.0
2014,3224,3238,-0.14500000000000002,1.0
2014,3398,3244,0.179,0.0
2014,3312,3250,-0.16899999999999998,0.0
2014,3255,3456,-0.009000000000000008,1.0
2014,3346,3257,-0.246,0.0
2014,3115,3266,-0.603,0.0
2014,3191,3293,0.13,0.0
2014,3301,3406,0.341,1.0
2014,3304,3104,0.3389999999999999,1.0
2014,3323,3277,0.29000000000000004,1.0
2014,3167,3333,-0.07299999999999995,0.0
2014,3413,3334,-0.10400000000000004,0.0
2014,3411,3349,0.192,0.0
2014,3380,3368,0.45100000000000007,1.0
2014,3383,3119,-0.14100000000000001,1.0
2014,3397,3314,0.1170000000000001,1.0
2014,3401,3317,0.38,1.0
2014,3407,3197,-0.15399999999999991,1.0
2014,3270,3408,-0.08799999999999997,0.0
2014,3417,3337,0.20600000000000004,1.0
2014,3435,3443,-0.129,1.0
2014,3438,3219,-0.22500000000000003,1.0
2014,3439,3330,-0.06599999999999989,1.0
2014,3399,3103,-0.33099999999999996,0.0
2014,3271,3110,-0.43399999999999994,0.0
2014,3122,3356,0.11400000000000005,1.0
2014,3130,3220,-0.06399999999999995,1.0
2014,3140,3424,0.41200000000000003,1.0
2014,3161,3160,0.21900000000000008,0.0
2014,3166,3355,-0.11599999999999999,1.0
2014,3291,3172,0.09399999999999997,0.0
2014,3190,3111,-0.129,1.0
2014,3195,3126,0.4309999999999999,1.0
2014,3287,3206,0.13499999999999995,0.0
2014,3434,3228,-0.08200000000000005,0.0
2014,3236,3231,-0.11899999999999994,0.0
2014,3232,3183,0.21600000000000003,1.0
2014,3241,3251,0.22699999999999998,1.0
2014,3294,3102,0.42999999999999994,1.0
2014,3290,3296,-0.06700000000000006,0.0
2014,3315,3320,0.1379999999999999,0.0
2014,3332,3339,0.04999999999999999,1.0
2014,3136,3344,0.31499999999999995,0.0
2014,3267,3352,-0.3599999999999999,0.0
2014,3363,3365,0.01100000000000001,1.0
2014,3379,3375,0.541,1.0
2014,3385,3233,-0.15100000000000013,1.0
2014,3396,3174,-0.18400000000000005,1.0
2014,3252,3412,-0.316,0.0
2014,3416,3324,-0.08299999999999996,1.0
2014,3431,3308,0.42600000000000005,1.0
2014,3370,3450,-0.015000000000000013,0.0
2014,3275,3460,-0.491,0.0
2014,3461,3176,0.33999999999999997,1.0
2014,3262,3463,-0.31599999999999995,0.0
2014,3116,3331,0.347,1.0
2014,3240,3120,-0.09499999999999997,0.0
2014,3464,3138,-0.10400000000000009,0.0
2014,3348,3148,-0.18599999999999997,0.0
2014,3164,3420,0.41000000000000003,1.0
2014,3185,3139,0.019000000000000017,1.0
2014,3189,3423,0.2919999999999999,1.0
2014,3153,3199,-0.22600000000000003,0.0
2014,3217,3131,0.38400000000000006,1.0
2014,3219,3367,0.14400000000000013,1.0
2014,3115,3234,-0.6910000000000001,0.0
2014,3377,3235,-0.09999999999999998,0.0
2014,3188,3242,-0.03899999999999998,0.0
2014,3204,3246,-0.42700000000000005,0.0
2014,3150,3278,-0.125,0.0
2014,3238,3280,-0.03799999999999992,0.0
2014,3283,3114,-0.14799999999999996,1.0
